image_id,breed,split,width,height,area,normalized_aspect_ratio,center_x,center_y,xmin,ymin,xmax,ymax,size_category,diagonal,image_width,image_height
Black_Footed_Albatross_0061_796082,black_footed_albatross,test,156,139,21684,0.891,0.5333,0.5053,50,25,206,164,large,208.94,240,187
Black_Footed_Albatross_0008_796083,black_footed_albatross,test,265,214,56710,0.8075,0.609,0.5966,172,106,437,320,large,340.62,500,357
Black_Footed_Albatross_0033_796086,black_footed_albatross,test,409,180,73620,0.4401,0.483,0.4027,37,61,446,241,large,446.86,500,375
Black_Footed_Albatross_0024_796089,black_footed_albatross,test,309,345,106605,0.8957,0.439,0.5664,65,62,374,407,large,463.15,500,414
Black_Footed_Albatross_0005_796090,black_footed_albatross,test,499,286,142714,0.5731,0.501,0.4328,1,2,500,288,large,575.15,500,335
Black_Footed_Albatross_0026_796095,black_footed_albatross,test,235,254,59690,0.9252,0.429,0.3916,97,3,332,257,large,346.04,500,332
Black_Footed_Albatross_0080_796096,black_footed_albatross,train,224,211,47264,0.942,0.5372,0.4177,90,29,314,240,large,307.73,376,322
Black_Footed_Albatross_0047_796064,black_footed_albatross,train,314,301,94514,0.9586,0.39,0.4597,38,15,352,316,large,434.97,500,360
Black_Footed_Albatross_0017_796098,black_footed_albatross,val,416,203,84448,0.488,0.456,0.4911,20,91,436,294,large,462.89,500,392
Black_Footed_Albatross_0064_796101,black_footed_albatross,test,260,260,67600,1.0,0.53,0.5465,82,52,342,312,large,367.7,400,333
Black_Footed_Albatross_0076_417,black_footed_albatross,test,360,214,77040,0.5944,0.492,0.5034,66,115,426,329,large,418.8,500,441
Black_Footed_Albatross_0019_796104,black_footed_albatross,train,464,294,136416,0.6336,0.502,0.4882,19,18,483,312,large,549.3,500,338
Black_Footed_Albatross_0057_796106,black_footed_albatross,train,286,225,64350,0.7867,0.43,0.4525,72,40,358,265,large,363.9,500,337
Black_Footed_Albatross_0041_796108,black_footed_albatross,train,221,154,34034,0.6968,0.653,0.392,216,119,437,273,medium,269.36,500,500
Black_Footed_Albatross_0053_796109,black_footed_albatross,test,368,445,163760,0.827,0.4923,0.5033,40,4,408,449,large,577.45,455,450
Black_Footed_Albatross_0001_796111,black_footed_albatross,test,199,141,28059,0.7085,0.5266,0.5717,69,57,268,198,large,243.89,320,223
Black_Footed_Albatross_0071_796113,black_footed_albatross,train,202,393,79386,0.514,0.5938,0.451,130,29,332,422,large,441.87,389,500
Black_Footed_Albatross_0077_796114,black_footed_albatross,val,302,317,95734,0.9527,0.4533,0.409,53,46,355,363,large,437.83,450,500
Black_Footed_Albatross_0032_796115,black_footed_albatross,train,368,299,110032,0.8125,0.418,0.4347,25,17,393,316,large,474.16,500,383
Black_Footed_Albatross_0038_212,black_footed_albatross,train,287,156,44772,0.5436,0.561,0.4277,137,64,424,220,large,326.66,500,332
Black_Footed_Albatross_0037_796120,black_footed_albatross,test,133,219,29127,0.6073,0.3962,0.557,111,42,244,261,large,256.22,448,272
Black_Footed_Albatross_0082_796121,black_footed_albatross,test,388,211,81868,0.5438,0.504,0.4173,58,51,446,262,large,441.66,500,375
Black_Footed_Albatross_0079_796122,black_footed_albatross,val,212,283,59996,0.7491,0.4577,0.4721,13,28,225,311,large,353.6,260,359
Black_Footed_Albatross_0050_796125,black_footed_albatross,test,496,131,64976,0.2641,0.506,0.7,5,127,501,258,large,513.01,500,275
Black_Footed_Albatross_0078_796126,black_footed_albatross,test,127,130,16510,0.9769,0.5101,0.65,113,260,240,390,small,181.74,346,500
Black_Footed_Albatross_0036_796127,black_footed_albatross,train,253,211,53383,0.834,0.351,0.4653,49,69,302,280,large,329.44,500,375
Black_Footed_Albatross_0045_796129,black_footed_albatross,test,433,130,56290,0.3002,0.481,0.6295,24,144,457,274,large,452.09,500,332
Black_Footed_Albatross_0039_796132,black_footed_albatross,train,310,200,62000,0.6452,0.612,0.504,151,152,461,352,large,368.92,500,500
Black_Footed_Albatross_0088_796133,black_footed_albatross,test,103,324,33372,0.3179,0.6224,0.5175,157,45,260,369,large,339.98,335,400
Black_Footed_Albatross_0068_796135,black_footed_albatross,train,432,355,153360,0.8218,0.552,0.5364,60,29,492,384,large,559.15,500,385
Black_Footed_Albatross_0003_796136,black_footed_albatross,test,212,304,64448,0.6974,0.474,0.5013,131,36,343,340,large,370.62,500,375
Black_Footed_Albatross_0007_796138,black_footed_albatross,val,120,141,16920,0.8511,0.424,0.5199,152,86,272,227,medium,185.15,500,301
Black_Footed_Albatross_0069_796139,black_footed_albatross,train,189,120,22680,0.6349,0.4825,0.525,2,45,191,165,large,223.88,200,200
Black_Footed_Albatross_0035_796140,black_footed_albatross,test,204,179,36516,0.8775,0.632,0.53,214,87,418,266,large,271.4,500,333
Black_Footed_Albatross_0063_796141,black_footed_albatross,train,197,117,23049,0.5939,0.5017,0.4297,46,24,243,141,large,229.12,288,192
Black_Footed_Albatross_0058_796074,black_footed_albatross,test,224,262,58688,0.855,0.368,0.479,72,29,296,291,large,344.7,500,334
Black_Footed_Albatross_0081_426,black_footed_albatross,train,260,170,44200,0.6538,0.452,0.5062,96,77,356,247,large,310.64,500,320
Laysan_Albatross_0002_1027,laysan_albatross,test,333,165,54945,0.4955,0.621,0.3267,144,40,477,205,large,371.64,500,375
Laysan_Albatross_0003_1033,laysan_albatross,train,164,340,55760,0.4824,0.568,0.528,202,28,366,368,large,377.49,500,375
Laysan_Albatross_0082_524,laysan_albatross,test,383,225,86175,0.5875,0.527,0.4813,72,68,455,293,large,444.2,500,375
Laysan_Albatross_0044_784,laysan_albatross,train,438,106,46428,0.242,0.558,0.6679,60,128,498,234,large,450.64,500,271
Laysan_Albatross_0070_788,laysan_albatross,test,259,361,93499,0.7175,0.4864,0.431,32,35,291,396,large,444.3,332,500
Laysan_Albatross_0050_870,laysan_albatross,train,387,202,78174,0.522,0.469,0.5405,41,79,428,281,large,436.55,500,333
Laysan_Albatross_0071_792,laysan_albatross,train,126,259,32634,0.4865,0.438,0.494,156,35,282,294,medium,288.02,500,333
Laysan_Albatross_0053_543,laysan_albatross,test,230,149,34270,0.6478,0.446,0.5931,108,123,338,272,large,274.05,500,333
Laysan_Albatross_0081_800,laysan_albatross,train,308,260,80080,0.8442,0.472,0.5511,82,75,390,335,large,403.07,500,372
Laysan_Albatross_0001_545,laysan_albatross,test,108,146,15768,0.7397,0.4218,0.49,89,172,197,318,small,181.6,339,500
Laysan_Albatross_0023_1059,laysan_albatross,test,211,250,52750,0.844,0.377,0.664,83,124,294,374,large,327.14,500,375
Laysan_Albatross_0065_809,laysan_albatross,train,375,277,103875,0.7387,0.525,0.5827,75,80,450,357,large,466.21,500,375
Laysan_Albatross_0061_563,laysan_albatross,train,384,260,99840,0.6771,0.466,0.4835,41,31,425,291,large,463.74,500,333
Laysan_Albatross_0085_564,laysan_albatross,train,268,306,82008,0.8758,0.358,0.5014,45,31,313,337,large,406.77,500,367
Laysan_Albatross_0005_565,laysan_albatross,train,316,193,60988,0.6108,0.392,0.5631,38,91,354,284,large,370.28,500,333
Laysan_Albatross_0060_777,laysan_albatross,test,202,211,42622,0.9573,0.476,0.5653,137,72,339,283,large,292.1,500,314
Laysan_Albatross_0055_570,laysan_albatross,train,409,274,112066,0.6699,0.439,0.488,15,25,424,299,large,492.3,500,332
Laysan_Albatross_0025_571,laysan_albatross,train,202,195,39390,0.9653,0.588,0.5107,193,46,395,241,large,280.77,500,281
Laysan_Albatross_0080_821,laysan_albatross,test,316,284,89744,0.8987,0.514,0.5991,99,115,415,399,large,424.87,500,429
Laysan_Albatross_0092_834,laysan_albatross,val,312,236,73632,0.7564,0.454,0.5045,71,50,383,286,large,391.2,500,333
Laysan_Albatross_0013_910,laysan_albatross,train,358,248,88784,0.6927,0.492,0.4474,67,25,425,273,large,435.51,500,333
Laysan_Albatross_0091_602,laysan_albatross,test,276,295,81420,0.9356,0.494,0.4169,109,13,385,308,large,403.98,500,385
Laysan_Albatross_0102_611,laysan_albatross,test,418,216,90288,0.5167,0.488,0.444,35,114,453,330,large,470.51,500,500
Laysan_Albatross_0099_869,laysan_albatross,train,378,304,114912,0.8042,0.46,0.482,41,89,419,393,large,485.08,500,500
Laysan_Albatross_0017_614,laysan_albatross,test,350,424,148400,0.8255,0.488,0.574,8,75,358,499,large,549.8,375,500
Laysan_Albatross_0047_619,laysan_albatross,val,195,365,71175,0.5342,0.509,0.4571,157,36,352,401,large,413.82,500,478
Laysan_Albatross_0035_876,laysan_albatross,test,437,321,140277,0.7346,0.497,0.4827,30,7,467,328,large,542.23,500,347
Laysan_Albatross_0098_621,laysan_albatross,test,332,256,84992,0.7711,0.448,0.584,58,91,390,347,large,419.24,500,375
Laysan_Albatross_0088_883,laysan_albatross,val,285,307,87495,0.9283,0.453,0.5344,84,25,369,332,large,418.9,500,334
Laysan_Albatross_0034_628,laysan_albatross,test,244,254,61976,0.9606,0.63,0.5405,193,53,437,307,large,352.21,500,333
Laysan_Albatross_0104_630,laysan_albatross,test,118,123,14514,0.9593,0.356,0.3382,119,42,237,165,small,170.45,500,306
Laysan_Albatross_0058_637,laysan_albatross,test,459,239,109701,0.5207,0.495,0.539,18,60,477,299,large,517.5,500,333
Laysan_Albatross_0028_643,laysan_albatross,test,201,138,27738,0.6866,0.471,0.504,135,120,336,258,medium,243.81,500,375
Laysan_Albatross_0033_658,laysan_albatross,test,322,281,90482,0.8727,0.412,0.4506,45,10,367,291,large,427.37,500,334
Laysan_Albatross_0075_668,laysan_albatross,test,101,218,22018,0.4633,0.341,0.4971,120,60,221,278,medium,240.26,500,340
Laysan_Albatross_0076_671,laysan_albatross,val,274,351,96174,0.7806,0.576,0.5293,151,23,425,374,large,445.28,500,375
Laysan_Albatross_0096_673,laysan_albatross,train,403,280,112840,0.6948,0.495,0.5627,46,71,449,351,large,490.72,500,375
Laysan_Albatross_0064_674,laysan_albatross,test,222,294,65268,0.7551,0.458,0.4985,118,19,340,313,large,368.4,500,333
Laysan_Albatross_0039_924,laysan_albatross,train,361,181,65341,0.5014,0.409,0.4599,24,53,385,234,large,403.83,500,312
Laysan_Albatross_0049_918,laysan_albatross,test,473,243,114939,0.5137,0.499,0.5279,13,58,486,301,large,531.77,500,340
Laysan_Albatross_0012_696,laysan_albatross,test,306,149,45594,0.4869,0.556,0.4772,125,72,431,221,large,340.35,500,307
Laysan_Albatross_0056_500,laysan_albatross,train,331,260,86060,0.7855,0.515,0.5191,92,47,423,307,large,420.9,500,341
Laysan_Albatross_0037_699,laysan_albatross,test,187,271,50677,0.69,0.491,0.53,152,41,339,312,large,329.26,500,333
Laysan_Albatross_0006_702,laysan_albatross,val,245,394,96530,0.6218,0.6171,0.574,83,90,328,484,large,463.96,333,500
Laysan_Albatross_0073_927,laysan_albatross,train,252,182,45864,0.7222,0.506,0.4384,127,55,379,237,large,310.85,500,333
Laysan_Albatross_0042_801,laysan_albatross,test,283,314,88862,0.9013,0.515,0.5255,116,18,399,332,large,422.71,500,333
Laysan_Albatross_0004_930,laysan_albatross,test,287,223,64001,0.777,0.415,0.548,64,94,351,317,large,363.45,500,375
Laysan_Albatross_0093_725,laysan_albatross,test,120,156,18720,0.7692,0.396,0.497,138,88,258,244,medium,196.81,500,334
Laysan_Albatross_0068_726,laysan_albatross,train,286,432,123552,0.662,0.5586,0.556,43,62,329,494,large,518.09,333,500
Laysan_Albatross_0040_472,laysan_albatross,val,149,193,28757,0.772,0.445,0.5327,148,115,297,308,medium,243.82,500,397
Laysan_Albatross_0100_735,laysan_albatross,train,171,243,41553,0.7037,0.443,0.5564,136,66,307,309,large,297.14,500,337
Laysan_Albatross_0021_737,laysan_albatross,test,237,199,47163,0.8397,0.517,0.5182,140,100,377,299,large,309.47,500,385
Laysan_Albatross_0029_482,laysan_albatross,train,377,172,64844,0.4562,0.439,0.4144,31,52,408,224,large,414.38,500,333
Laysan_Albatross_0059_488,laysan_albatross,test,331,211,69841,0.6375,0.383,0.4746,26,53,357,264,large,392.53,500,334
Laysan_Albatross_0018_492,laysan_albatross,train,237,200,47400,0.8439,0.603,0.5373,183,80,420,280,large,310.11,500,335
Laysan_Albatross_0083_756,laysan_albatross,train,221,198,43758,0.8959,0.477,0.6246,128,109,349,307,large,296.72,500,333
Laysan_Albatross_0094_1013,laysan_albatross,train,166,268,44488,0.6194,0.496,0.5498,165,48,331,316,large,315.25,500,331
Laysan_Albatross_0103_504,laysan_albatross,test,182,288,52416,0.6319,0.472,0.496,145,42,327,330,large,340.69,500,375
Laysan_Albatross_0079_506,laysan_albatross,test,366,269,98454,0.735,0.55,0.5427,92,69,458,338,large,454.22,500,375
Laysan_Albatross_0051_1020,laysan_albatross,train,163,178,29014,0.9157,0.317,0.4853,77,93,240,271,medium,241.36,500,375
Sooty_Albatross_0038_1065,sooty_albatross,val,222,147,32634,0.6622,0.614,0.5297,196,96,418,243,large,266.26,500,320
Sooty_Albatross_0031_1066,sooty_albatross,train,396,148,58608,0.3737,0.6,0.5658,102,128,498,276,large,422.75,500,357
Sooty_Albatross_0001_1071,sooty_albatross,train,168,283,47544,0.5936,0.5727,0.549,105,133,273,416,large,329.11,330,500
Sooty_Albatross_0016_1075,sooty_albatross,train,180,249,44820,0.7229,0.518,0.4955,169,41,349,290,large,307.25,500,334
Sooty_Albatross_0043_1076,sooty_albatross,train,316,345,109020,0.9159,0.424,0.613,1,134,317,479,large,467.85,375,500
Sooty_Albatross_0003_1078,sooty_albatross,test,448,252,112896,0.5625,0.52,0.5294,36,63,484,315,large,514.01,500,357
Sooty_Albatross_0077_1080,sooty_albatross,train,327,121,39567,0.37,0.511,0.5299,92,117,419,238,large,348.67,500,335
Sooty_Albatross_0063_1101,sooty_albatross,train,176,150,26400,0.8523,0.286,0.3483,55,49,231,199,medium,231.25,500,356
Sooty_Albatross_0044_1105,sooty_albatross,test,140,115,16100,0.8214,0.552,0.4955,206,107,346,222,small,181.18,500,332
Sooty_Albatross_0071_1116,sooty_albatross,test,240,313,75120,0.7668,0.436,0.4605,98,24,338,337,large,394.42,500,392
Sooty_Albatross_0070_796346,sooty_albatross,train,205,281,57605,0.7295,0.451,0.4736,114,30,319,311,large,347.83,480,360
Sooty_Albatross_0030_1122,sooty_albatross,test,397,330,131010,0.8312,0.547,0.5015,75,2,472,332,large,516.25,500,333
Sooty_Albatross_0054_796347,sooty_albatross,test,130,270,35100,0.4815,0.302,0.5066,86,57,216,327,medium,299.67,500,379
Sooty_Albatross_0033_1128,sooty_albatross,test,366,157,57462,0.429,0.464,0.4623,49,75,415,232,large,398.25,500,332
Sooty_Albatross_0048_1130,sooty_albatross,test,235,173,40655,0.7362,0.301,0.6141,33,118,268,291,large,291.81,500,333
Sooty_Albatross_0032_1149,sooty_albatross,train,149,134,19966,0.8993,0.391,0.376,121,74,270,208,medium,200.39,500,375
Sooty_Albatross_0034_1154,sooty_albatross,train,123,289,35547,0.4256,0.4888,0.481,134,96,257,385,medium,314.09,400,500
Sooty_Albatross_0055_1160,sooty_albatross,train,288,296,85248,0.973,0.618,0.5465,165,34,453,330,large,412.99,500,333
Sooty_Albatross_0024_1161,sooty_albatross,test,181,247,44707,0.7328,0.5386,0.527,98,140,279,387,large,306.22,350,500
Sooty_Albatross_0045_1162,sooty_albatross,train,493,497,245021,0.992,0.505,0.499,6,1,499,498,large,700.04,500,500
Sooty_Albatross_0073_1171,sooty_albatross,train,160,245,39200,0.6531,0.4774,0.581,89,168,249,413,large,292.62,354,500
Sooty_Albatross_0074_1221,sooty_albatross,val,312,252,78624,0.8077,0.33,0.5778,9,67,321,319,large,401.06,500,334
Sooty_Albatross_0021_796339,sooty_albatross,val,250,248,62000,0.992,0.42,0.4859,1,14,251,262,large,352.14,300,284
Sooty_Albatross_0005_796342,sooty_albatross,test,415,302,125330,0.7277,0.4771,0.4415,1,15,416,317,large,513.25,437,376
Sooty_Albatross_0064_796343,sooty_albatross,val,233,253,58949,0.9209,0.615,0.5299,191,51,424,304,large,343.94,500,335
Sooty_Albatross_0042_1210,sooty_albatross,test,212,163,34556,0.7689,0.212,0.4612,0,67,212,230,large,267.42,500,322
Sooty_Albatross_0046_1211,sooty_albatross,test,377,297,111969,0.7878,0.621,0.5511,122,35,499,332,large,479.94,500,333
Sooty_Albatross_0017_796349,sooty_albatross,train,267,159,42453,0.5955,0.477,0.5182,105,77,372,236,large,310.76,500,302
Sooty_Albatross_0049_796350,sooty_albatross,test,190,289,54910,0.6574,0.4933,0.5099,16,36,206,325,large,345.86,225,354
Sooty_Albatross_0050_796351,sooty_albatross,test,466,307,143062,0.6588,0.49,0.4464,12,9,478,316,large,558.04,500,364
Sooty_Albatross_0075_796352,sooty_albatross,train,455,167,75985,0.367,0.483,0.5645,14,39,469,206,large,484.68,500,217
Sooty_Albatross_0068_796353,sooty_albatross,train,128,219,28032,0.5845,0.458,0.494,165,55,293,274,medium,253.66,500,333
Sooty_Albatross_0057_796354,sooty_albatross,train,142,141,20022,0.993,0.432,0.5612,37,35,179,176,large,200.11,250,188
Sooty_Albatross_0010_796355,sooty_albatross,test,287,153,43911,0.5331,0.513,0.503,113,91,400,244,large,325.24,500,333
Sooty_Albatross_0029_796357,sooty_albatross,test,410,338,138580,0.8244,0.44,0.5375,15,46,425,384,large,531.36,500,400
Sooty_Albatross_0069_796358,sooty_albatross,test,217,215,46655,0.9908,0.507,0.613,145,104,362,319,large,305.47,500,345
Sooty_Albatross_0020_796359,sooty_albatross,test,222,340,75480,0.6529,0.5489,0.5,136,6,358,346,large,406.06,450,352
Sooty_Albatross_0058_796360,sooty_albatross,train,325,428,139100,0.7593,0.4511,0.5044,22,13,347,441,large,537.41,409,450
Sooty_Albatross_0025_796361,sooty_albatross,val,400,378,151200,0.945,0.4,0.4599,0,0,400,378,large,550.35,500,411
Sooty_Albatross_0041_796364,sooty_albatross,train,337,319,107503,0.9466,0.615,0.5203,139,33,476,352,large,464.04,500,370
Sooty_Albatross_0076_796365,sooty_albatross,test,217,251,54467,0.8645,0.711,0.5614,247,62,464,313,large,331.8,500,334
Sooty_Albatross_0004_796366,sooty_albatross,test,267,408,108936,0.6544,0.513,0.5208,123,46,390,454,large,487.6,500,480
Sooty_Albatross_0065_796367,sooty_albatross,test,319,364,116116,0.8764,0.429,0.5103,55,65,374,429,large,484.0,500,484
Sooty_Albatross_0072_796371,sooty_albatross,train,443,200,88600,0.4515,0.443,0.5225,0,74,443,274,large,486.05,500,333
Sooty_Albatross_0007_796372,sooty_albatross,test,477,327,155979,0.6855,0.505,0.509,14,7,491,334,large,578.32,500,335
Sooty_Albatross_0014_796373,sooty_albatross,val,449,192,86208,0.4276,0.493,0.6198,22,98,471,290,large,488.33,500,313
Sooty_Albatross_0051_796374,sooty_albatross,test,283,232,65656,0.8198,0.3616,0.5426,27,37,310,269,large,365.94,466,282
Sooty_Albatross_0040_796375,sooty_albatross,train,246,351,86346,0.7009,0.5601,0.467,96,58,342,409,large,428.62,391,500
Sooty_Albatross_0067_796376,sooty_albatross,test,174,333,57942,0.5225,0.528,0.4787,177,13,351,346,large,375.72,500,375
Sooty_Albatross_0066_796382,sooty_albatross,test,268,206,55208,0.7687,0.532,0.4637,132,82,400,288,large,338.02,500,399
Sooty_Albatross_0036_796387,sooty_albatross,test,156,192,29952,0.8125,0.456,0.4242,150,44,306,236,medium,247.39,500,330
Sooty_Albatross_0079_796389,sooty_albatross,train,222,290,64380,0.7655,0.4966,0.5094,37,18,259,308,large,365.22,298,320
Sooty_Albatross_0006_796390,sooty_albatross,test,145,326,47270,0.4448,0.563,0.4925,209,1,354,327,large,356.79,500,333
Sooty_Albatross_0019_796391,sooty_albatross,train,123,115,14145,0.935,0.595,0.2799,236,36,359,151,small,168.39,500,334
Sooty_Albatross_0002_796395,sooty_albatross,test,379,185,70115,0.4881,0.569,0.5097,95,65,474,250,large,421.74,500,309
Sooty_Albatross_0022_796398,sooty_albatross,train,314,367,115238,0.8556,0.5057,0.5076,20,18,334,385,large,483.0,350,397
Sooty_Albatross_0023_796401,sooty_albatross,train,183,405,74115,0.4519,0.3946,0.5036,19,9,202,414,large,444.43,280,420
Sooty_Albatross_0013_796402,sooty_albatross,test,171,158,27018,0.924,0.5078,0.4875,77,38,248,196,large,232.82,320,240
Groove_Billed_Ani_0068_1538,groove_billed_ani,test,151,327,49377,0.4618,0.579,0.5202,214,30,365,357,large,360.18,500,372
Groove_Billed_Ani_0094_1540,groove_billed_ani,test,433,262,113446,0.6051,0.467,0.545,17,87,450,349,large,506.1,500,400
Groove_Billed_Ani_0033_1494,groove_billed_ani,val,141,297,41877,0.4747,0.421,0.5987,140,76,281,373,large,328.77,500,375
Groove_Billed_Ani_0069_1546,groove_billed_ani,train,308,310,95480,0.9935,0.432,0.526,62,108,370,418,large,436.99,500,500
Groove_Billed_Ani_0080_1549,groove_billed_ani,test,216,268,57888,0.806,0.442,0.6218,113,88,329,356,large,344.21,500,357
Groove_Billed_Ani_0071_1559,groove_billed_ani,val,230,414,95220,0.5556,0.5285,0.496,61,41,291,455,large,473.6,333,500
Groove_Billed_Ani_0037_1560,groove_billed_ani,test,163,109,17767,0.6687,0.615,0.5841,226,140,389,249,medium,196.09,500,333
Groove_Billed_Ani_0017_1561,groove_billed_ani,test,435,199,86565,0.4575,0.561,0.5053,63,90,498,289,large,478.36,500,375
Groove_Billed_Ani_0105_1562,groove_billed_ani,train,323,286,92378,0.8854,0.553,0.5526,115,62,438,348,large,431.42,500,371
Groove_Billed_Ani_0090_1567,groove_billed_ani,train,320,245,78400,0.7656,0.462,0.497,71,43,391,288,large,403.02,500,333
Groove_Billed_Ani_0019_1585,groove_billed_ani,train,111,117,12987,0.9487,0.511,0.6231,200,149,311,266,small,161.28,500,333
Groove_Billed_Ani_0031_1588,groove_billed_ani,test,233,152,35416,0.6524,0.565,0.5659,166,113,399,265,large,278.2,500,334
Groove_Billed_Ani_0107_1590,groove_billed_ani,test,145,212,30740,0.684,0.485,0.4773,170,73,315,285,medium,256.84,500,375
Groove_Billed_Ani_0035_1591,groove_billed_ani,test,234,355,83070,0.6592,0.3951,0.411,62,28,296,383,large,425.18,453,500
Groove_Billed_Ani_0109_1592,groove_billed_ani,test,161,329,52969,0.4894,0.5,0.529,86,100,247,429,large,366.28,333,500
Groove_Billed_Ani_0036_1604,groove_billed_ani,train,377,290,109330,0.7692,0.499,0.5253,61,52,438,342,large,475.64,500,375
Groove_Billed_Ani_0085_1612,groove_billed_ani,train,182,173,31486,0.9505,0.592,0.604,205,140,387,313,medium,251.1,500,375
Groove_Billed_Ani_0018_1613,groove_billed_ani,train,187,281,52547,0.6655,0.643,0.5075,228,28,415,309,large,337.54,500,332
Groove_Billed_Ani_0007_1615,groove_billed_ani,train,207,214,44298,0.9673,0.539,0.5796,166,86,373,300,large,297.73,500,333
Groove_Billed_Ani_0075_1617,groove_billed_ani,test,264,370,97680,0.7135,0.612,0.5144,174,29,438,399,large,454.53,500,416
Groove_Billed_Ani_0029_1620,groove_billed_ani,test,209,342,71478,0.6111,0.494,0.548,102,103,311,445,large,400.81,418,500
Groove_Billed_Ani_0108_1639,groove_billed_ani,test,174,328,57072,0.5305,0.38,0.473,103,46,277,374,large,371.3,500,444
Groove_Billed_Ani_0100_1646,groove_billed_ani,test,126,156,19656,0.8077,0.456,0.4925,165,86,291,242,medium,200.53,500,333
Groove_Billed_Ani_0051_1650,groove_billed_ani,train,213,295,62835,0.722,0.4963,0.483,92,94,305,389,large,363.86,400,500
Groove_Billed_Ani_0015_1653,groove_billed_ani,val,117,176,20592,0.6648,0.3821,0.5143,102,56,219,232,medium,211.34,420,280
Groove_Billed_Ani_0076_1661,groove_billed_ani,train,106,171,18126,0.6199,0.6,0.641,247,135,353,306,medium,201.19,500,344
Groove_Billed_Ani_0046_1663,groove_billed_ani,test,242,220,53240,0.9091,0.378,0.5586,68,157,310,377,large,327.05,500,478
Groove_Billed_Ani_0002_1670,groove_billed_ani,val,432,238,102816,0.5509,0.48,0.4917,24,58,456,296,large,493.22,500,360
Groove_Billed_Ani_0053_1672,groove_billed_ani,test,220,221,48620,0.9955,0.558,0.5872,169,105,389,326,large,311.83,500,367
Groove_Billed_Ani_0088_1678,groove_billed_ani,test,175,230,40250,0.7609,0.437,0.576,131,101,306,331,large,289.01,500,375
Groove_Billed_Ani_0072_1696,groove_billed_ani,train,148,208,30784,0.7115,0.4614,0.492,147,142,295,350,medium,255.28,479,500
Groove_Billed_Ani_0082_1697,groove_billed_ani,test,124,286,35464,0.4336,0.48,0.456,178,28,302,314,medium,311.72,500,375
