image_id,breed,split,width,height,area,normalized_aspect_ratio,center_x,center_y,xmin,ymin,xmax,ymax,size_category,diagonal,image_width,image_height
sooty_albatross_0069_796358,sooty_albatross,test,217,215,46655,0.9907834101382489,0.507,0.6130434782608696,145,104,362,319,large,305.4734030975528,500,345
sooty_albatross_0020_796359,sooty_albatross,test,222,340,75480,0.6529411764705882,0.5488888888888889,0.5,136,6,358,346,large,406.0591089976926,450,352
sooty_albatross_0058_796360,sooty_albatross,train,325,428,139100,0.7593457943925234,0.4511002444987775,0.5044444444444445,22,13,347,441,large,537.4095272694744,409,450
sooty_albatross_0025_796361,sooty_albatross,train,400,378,151200,0.945,0.4,0.45985401459854014,0,0,400,378,large,550.3489801934769,500,411
sooty_albatross_0041_796364,sooty_albatross,train,337,319,107503,0.9465875370919882,0.615,0.5202702702702703,139,33,476,352,large,464.0366364846638,500,370
sooty_albatross_0076_796365,sooty_albatross,test,217,251,54467,0.8645418326693227,0.711,0.561377245508982,247,62,464,313,large,331.79813139919884,500,334
sooty_albatross_0004_796366,sooty_albatross,test,267,408,108936,0.6544117647058824,0.513,0.5208333333333334,123,46,390,454,large,487.59922067205974,500,480
sooty_albatross_0065_796367,sooty_albatross,test,319,364,116116,0.8763736263736264,0.429,0.5103305785123967,55,65,374,429,large,484.0010330567488,500,484
sooty_albatross_0072_796371,sooty_albatross,train,443,200,88600,0.45146726862302483,0.443,0.5225225225225225,0,74,443,274,large,486.0545236905012,500,333
sooty_albatross_0007_796372,sooty_albatross,test,477,327,155979,0.6855345911949685,0.505,0.508955223880597,14,7,491,334,large,578.3234389163213,500,335
sooty_albatross_0014_796373,sooty_albatross,train,449,192,86208,0.42761692650334077,0.493,0.6198083067092651,22,98,471,290,large,488.3287826864192,500,313
sooty_albatross_0051_796374,sooty_albatross,test,283,232,65656,0.8197879858657244,0.361587982832618,0.5425531914893617,27,37,310,269,large,365.9412521156914,466,282
sooty_albatross_0040_796375,sooty_albatross,train,246,351,86346,0.7008547008547008,0.5601023017902813,0.467,96,58,342,409,large,428.62221127701724,391,500
sooty_albatross_0067_796376,sooty_albatross,test,174,333,57942,0.5225225225225225,0.528,0.4786666666666667,177,13,351,346,large,375.71931012392747,500,375
sooty_albatross_0066_796382,sooty_albatross,test,268,206,55208,0.7686567164179104,0.532,0.46365914786967416,132,82,400,288,large,338.02366781040644,500,399
sooty_albatross_0036_796387,sooty_albatross,test,156,192,29952,0.8125,0.456,0.42424242424242425,150,44,306,236,medium,247.38633753705963,500,330
sooty_albatross_0079_796389,sooty_albatross,train,222,290,64380,0.7655172413793103,0.4966442953020134,0.509375,37,18,259,308,large,365.2177432710519,298,320
sooty_albatross_0006_796390,sooty_albatross,test,145,326,47270,0.4447852760736196,0.563,0.4924924924924925,209,1,354,327,large,356.79265687511,500,333
sooty_albatross_0019_796391,sooty_albatross,train,123,115,14145,0.9349593495934959,0.595,0.27994011976047906,236,36,359,151,small,168.3864602632884,500,334
sooty_albatross_0002_796395,sooty_albatross,test,379,185,70115,0.48812664907651715,0.569,0.5097087378640777,95,65,474,250,large,421.7416270656716,500,309
sooty_albatross_0022_796398,sooty_albatross,train,314,367,115238,0.8555858310626703,0.5057142857142857,0.5075566750629723,20,18,334,385,large,482.99585919550077,350,397
sooty_albatross_0023_796401,sooty_albatross,train,183,405,74115,0.45185185185185184,0.39464285714285713,0.5035714285714286,19,9,202,414,large,444.42547181726655,280,420
sooty_albatross_0013_796402,sooty_albatross,test,171,158,27018,0.9239766081871345,0.5078125,0.4875,77,38,248,196,large,232.81967270830015,320,240
groove_billed_ani_0068_1538,groove_billed_ani,test,151,327,49377,0.4617737003058104,0.579,0.5201612903225806,214,30,365,357,large,360.18051030004386,500,372
groove_billed_ani_0094_1540,groove_billed_ani,test,433,262,113446,0.605080831408776,0.467,0.545,17,87,450,349,large,506.0958407258451,500,400
groove_billed_ani_0033_1494,groove_billed_ani,train,141,297,41877,0.47474747474747475,0.421,0.5986666666666667,140,76,281,373,large,328.7704366271396,500,375
groove_billed_ani_0069_1546,groove_billed_ani,train,308,310,95480,0.9935483870967742,0.432,0.526,62,108,370,418,large,436.99427913875485,500,500
groove_billed_ani_0080_1549,groove_billed_ani,test,216,268,57888,0.8059701492537313,0.442,0.6218487394957983,113,88,329,356,large,344.20923869065456,500,357
groove_billed_ani_0071_1559,groove_billed_ani,train,230,414,95220,0.5555555555555556,0.5285285285285285,0.496,61,41,291,455,large,473.598986485402,333,500
groove_billed_ani_0037_1560,groove_billed_ani,test,163,109,17767,0.6687116564417178,0.615,0.5840840840840841,226,140,389,249,medium,196.08671551127577,500,333
