image_id,breed,species,split,total_pixels,fg_pixels,boundary_pixels,bg_pixels,fg_percentage,boundary_percentage,bg_percentage,mask_coverage,mask_height,mask_width
acadian_flycatcher_0055_795609,acadian_flycatcher,bird,train,171000,15973,8894,146133,9.34093567251462,5.201169590643275,85.4578947368421,0.14542105263157895,342,500
acadian_flycatcher_0056_29086,acadian_flycatcher,bird,train,179000,12995,4164,161841,7.259776536312849,2.3262569832402233,90.41396648044693,0.09586033519553072,358,500
acadian_flycatcher_0058_795602,acadian_flycatcher,bird,train,22400,4782,2776,14842,21.348214285714285,12.392857142857142,66.25892857142857,0.3374107142857143,160,140
acadian_flycatcher_0059_29102,acadian_flycatcher,bird,test,166500,12570,3891,150039,7.54954954954955,2.336936936936937,90.11351351351351,0.09886486486486487,333,500
acadian_flycatcher_0060_795604,acadian_flycatcher,bird,test,182500,17692,4455,160353,9.694246575342465,2.441095890410959,87.86465753424658,0.12135342465753425,365,500
acadian_flycatcher_0063_795585,acadian_flycatcher,bird,train,166000,15490,3674,146836,9.331325301204819,2.2132530120481926,88.45542168674699,0.11544578313253012,332,500
acadian_flycatcher_0064_795584,acadian_flycatcher,bird,test,125600,12897,5146,107557,10.268312101910828,4.0971337579617835,85.63455414012739,0.1436544585987261,314,400
acadian_flycatcher_0065_29070,acadian_flycatcher,bird,train,177500,15491,12055,149954,8.727323943661972,6.791549295774648,84.48112676056338,0.1551887323943662,355,500
acadian_flycatcher_0066_29190,acadian_flycatcher,bird,train,185000,6934,6961,171105,3.748108108108108,3.7627027027027027,92.48918918918919,0.07510810810810811,370,500
acadian_flycatcher_0067_29197,acadian_flycatcher,bird,val,166500,4060,6223,156217,2.4384384384384385,3.7375375375375377,93.82402402402403,0.06175975975975976,333,500
acadian_flycatcher_0068_795590,acadian_flycatcher,bird,train,204500,58246,9916,136338,28.482151589242054,4.848899755501223,66.66894865525673,0.3333105134474328,500,409
acadian_flycatcher_0069_795579,acadian_flycatcher,bird,test,147132,18687,6949,121496,12.700840061985156,4.7229698502025395,82.57619008781231,0.17423809912187696,366,402
acadian_flycatcher_0070_29150,acadian_flycatcher,bird,test,117600,17128,4521,95951,14.564625850340136,3.8443877551020407,81.59098639455782,0.18409013605442176,280,420
acadian_flycatcher_0071_795627,acadian_flycatcher,bird,test,74752,13330,6771,54651,17.832298801369863,9.05795162671233,73.1097495719178,0.2689025042808219,292,256
acadian_flycatcher_0072_795603,acadian_flycatcher,bird,test,224500,14487,4905,205108,6.453006681514476,2.1848552338530065,91.36213808463252,0.08637861915367483,449,500
acadian_flycatcher_0073_795628,acadian_flycatcher,bird,test,250000,49036,19339,181625,19.6144,7.7356,72.65,0.2735,500,500
american_crow_0001_25053,american_crow,bird,test,177000,33857,5147,137996,19.12824858757062,2.907909604519774,77.9638418079096,0.22036158192090397,354,500
american_crow_0002_25122,american_crow,bird,train,224500,34259,11054,179187,15.260133630289532,4.923830734966592,79.81603563474387,0.20183964365256124,449,500
american_crow_0003_25130,american_crow,bird,train,178500,18845,4712,154943,10.557422969187675,2.6397759103641456,86.80280112044818,0.13197198879551822,500,357
american_crow_0004_25819,american_crow,bird,test,200000,51089,12788,136123,25.5445,6.394,68.0615,0.319385,400,500
american_crow_0011_25151,american_crow,bird,test,166500,17840,5656,143004,10.714714714714715,3.396996996996997,85.8882882882883,0.1411171171171171,333,500
american_crow_0012_25305,american_crow,bird,train,200000,25705,12816,161479,12.8525,6.408,80.7395,0.192605,400,500
american_crow_0014_25287,american_crow,bird,test,166500,25274,7939,133287,15.17957957957958,4.7681681681681685,80.05225225225226,0.1994774774774775,333,500
american_crow_0016_25112,american_crow,bird,train,177000,28576,5364,143060,16.144632768361582,3.0305084745762714,80.82485875706215,0.19175141242937854,354,500
american_crow_0020_25618,american_crow,bird,train,187500,23953,7032,156515,12.774933333333333,3.7504,83.47466666666666,0.16525333333333334,375,500
american_crow_0021_25137,american_crow,bird,test,167000,37885,8361,120754,22.68562874251497,5.006586826347306,72.30778443113772,0.2769221556886228,500,334
american_crow_0025_25522,american_crow,bird,val,178000,13281,5064,159655,7.46123595505618,2.844943820224719,89.6938202247191,0.10306179775280899,356,500
american_crow_0027_25146,american_crow,bird,test,166500,26958,6855,132687,16.19099099099099,4.117117117117117,79.69189189189188,0.20308108108108108,333,500
american_crow_0030_25092,american_crow,bird,test,167000,5737,2709,158554,3.4353293413173653,1.6221556886227544,94.94251497005988,0.050574850299401196,334,500
american_crow_0031_25433,american_crow,bird,test,166500,28618,9259,128623,17.187987987987988,5.560960960960961,77.25105105105105,0.2274894894894895,333,500
american_crow_0036_25313,american_crow,bird,train,196000,23736,8731,163533,12.110204081632654,4.454591836734694,83.43520408163265,0.16564795918367348,392,500
american_crow_0039_25061,american_crow,bird,train,149500,35860,5500,108140,23.986622073578594,3.678929765886288,72.33444816053512,0.2766555183946488,299,500
american_crow_0043_25666,american_crow,bird,test,166500,34076,8828,123596,20.466066066066066,5.302102102102102,74.23183183183183,0.2576816816816817,333,500
american_crow_0047_25397,american_crow,bird,train,183500,38540,8218,136742,21.002724795640326,4.478474114441417,74.51880108991826,0.2548119891008174,367,500
american_crow_0048_25062,american_crow,bird,test,166500,18566,11194,136740,11.15075075075075,6.723123123123123,82.12612612612612,0.17873873873873874,333,500
american_crow_0050_25255,american_crow,bird,test,180000,22861,8849,148290,12.700555555555555,4.916111111111111,82.38333333333334,0.17616666666666667,360,500
american_crow_0051_25505,american_crow,bird,test,166500,9144,4260,153096,5.491891891891892,2.5585585585585586,91.94954954954954,0.0805045045045045,333,500
american_crow_0053_25203,american_crow,bird,test,250000,46399,6742,196859,18.5596,2.6968,78.7436,0.212564,500,500
american_crow_0059_25599,american_crow,bird,train,187500,12585,6176,168739,6.712,3.2938666666666667,89.99413333333334,0.10005866666666667,375,500
american_crow_0062_25587,american_crow,bird,train,199500,27788,14396,157316,13.928822055137845,7.216040100250627,78.85513784461153,0.21144862155388472,399,500
american_crow_0066_25827,american_crow,bird,test,166500,22857,3880,139763,13.727927927927928,2.33033033033033,83.94174174174174,0.1605825825825826,333,500
american_crow_0067_25443,american_crow,bird,test,187000,28769,5623,152608,15.384491978609626,3.006951871657754,81.60855614973262,0.1839144385026738,374,500
american_crow_0068_25198,american_crow,bird,train,180000,14035,4840,161125,7.7972222222222225,2.688888888888889,89.51388888888889,0.10486111111111111,360,500
american_crow_0069_25506,american_crow,bird,test,188000,6194,2899,178907,3.2946808510638297,1.5420212765957446,95.16329787234042,0.04836702127659574,376,500
american_crow_0074_25350,american_crow,bird,train,169500,30077,9701,129722,17.744542772861358,5.723303834808259,76.53215339233039,0.23467846607669615,339,500
american_crow_0079_25463,american_crow,bird,test,169500,42323,6325,120852,24.969321533923303,3.7315634218289087,71.29911504424778,0.28700884955752215,339,500
american_crow_0080_25220,american_crow,bird,test,187500,31603,8757,147140,16.854933333333335,4.6704,78.47466666666666,0.21525333333333332,500,375
american_crow_0081_25837,american_crow,bird,train,166500,37642,16224,112634,22.60780780780781,9.744144144144144,67.64804804804805,0.3235195195195195,333,500
american_crow_0085_25260,american_crow,bird,test,166500,3571,2530,160399,2.1447447447447447,1.5195195195195195,96.33573573573574,0.036642642642642644,333,500
american_crow_0088_25303,american_crow,bird,test,187500,10931,4283,172286,5.829866666666667,2.2842666666666664,91.88586666666667,0.08114133333333333,375,500
american_crow_0093_25694,american_crow,bird,val,166500,23777,8823,133900,14.280480480480481,5.299099099099099,80.42042042042043,0.19579579579579579,333,500
american_crow_0094_25576,american_crow,bird,val,166500,13104,8164,145232,7.870270270270271,4.9033033033033036,87.22642642642643,0.12773573573573574,333,500
american_crow_0099_25717,american_crow,bird,test,167000,32794,7696,126510,19.637125748502996,4.608383233532934,75.75449101796407,0.2424550898203593,334,500
american_crow_0101_25118,american_crow,bird,train,199500,24120,6029,169351,12.090225563909774,3.0220551378446117,84.88771929824561,0.15112280701754385,399,500
american_crow_0102_25066,american_crow,bird,train,200500,33975,13259,153266,16.945137157107233,6.612967581047381,76.44189526184539,0.23558104738154614,401,500
american_crow_0104_25086,american_crow,bird,test,187500,81099,18752,87649,43.2528,10.001066666666667,46.74613333333333,0.5325386666666667,375,500
american_crow_0105_25283,american_crow,bird,test,233000,26440,7999,198561,11.34763948497854,3.4330472103004293,85.21931330472103,0.1478068669527897,466,500
american_crow_0107_25353,american_crow,bird,train,166000,15815,4061,146124,9.52710843373494,2.4463855421686747,88.02650602409639,0.11973493975903614,332,500
american_crow_0109_25123,american_crow,bird,train,199500,52687,9270,137543,26.409523809523808,4.646616541353383,68.94385964912281,0.3105614035087719,399,500
american_crow_0110_25541,american_crow,bird,test,187500,35042,6387,146071,18.689066666666665,3.4064,77.90453333333333,0.22095466666666666,375,500
american_crow_0111_25127,american_crow,bird,val,238500,29622,7236,201642,12.420125786163522,3.0339622641509436,84.54591194968553,0.15454088050314466,477,500
american_crow_0113_25149,american_crow,bird,train,187500,40048,5916,141536,21.358933333333333,3.1552,75.48586666666667,0.24514133333333332,375,500
american_crow_0116_25199,american_crow,bird,train,166500,12348,3833,150319,7.416216216216216,2.302102102102102,90.28168168168168,0.09718318318318318,333,500
american_crow_0117_25090,american_crow,bird,train,166500,15141,5804,145555,9.093693693693695,3.485885885885886,87.42042042042043,0.1257957957957958,333,500
american_crow_0119_25610,american_crow,bird,val,246500,72712,18117,155671,29.497768762677484,7.349695740365112,63.152535496957405,0.368474645030426,493,500
american_crow_0121_25720,american_crow,bird,test,187500,39372,6230,141898,20.9984,3.3226666666666667,75.67893333333333,0.24321066666666666,375,500
american_crow_0122_25200,american_crow,bird,test,194500,36749,7343,150408,18.89408740359897,3.7753213367609253,77.3305912596401,0.22669408740359898,389,500
american_crow_0124_25356,american_crow,bird,train,177000,42781,7833,126386,24.170056497175143,4.425423728813559,71.4045197740113,0.285954802259887,354,500
american_crow_0127_25412,american_crow,bird,test,166500,20025,7031,139444,12.027027027027026,4.222822822822823,83.75015015015015,0.1624984984984985,333,500
american_crow_0130_25163,american_crow,bird,train,208000,44741,10771,152488,21.510096153846153,5.178365384615384,73.31153846153846,0.2668846153846154,500,416
american_crow_0131_25706,american_crow,bird,test,181500,70681,12816,98003,38.94269972451791,7.061157024793388,53.996143250688704,0.46003856749311295,500,363
american_crow_0132_25704,american_crow,bird,train,187500,21941,4602,160957,11.701866666666668,2.4544,85.84373333333333,0.14156266666666667,375,500
american_crow_0134_25206,american_crow,bird,val,208500,49166,8337,150997,23.580815347721824,3.998561151079137,72.42062350119905,0.2757937649880096,417,500
american_crow_0136_25117,american_crow,bird,train,168000,21830,5088,141082,12.994047619047619,3.0285714285714285,83.97738095238095,0.16022619047619047,336,500
american_crow_0137_25221,american_crow,bird,test,166000,15223,7464,143313,9.170481927710844,4.4963855421686745,86.33313253012048,0.13666867469879518,332,500
american_crow_0139_25186,american_crow,bird,test,187500,6629,3180,177691,3.5354666666666668,1.696,94.76853333333334,0.05231466666666667,375,500
american_goldfinch_0001_32306,american_goldfinch,bird,train,195000,18299,8287,168414,9.384102564102564,4.24974358974359,86.36615384615385,0.13633846153846155,390,500
american_goldfinch_0003_32236,american_goldfinch,bird,train,197500,20452,5370,171678,10.355443037974684,2.7189873417721517,86.92556962025317,0.13074430379746835,395,500
american_goldfinch_0004_31903,american_goldfinch,bird,test,171000,14841,3039,153120,8.678947368421053,1.7771929824561403,89.54385964912281,0.10456140350877192,342,500
american_goldfinch_0012_32338,american_goldfinch,bird,test,174000,19519,9240,145241,11.217816091954022,5.310344827586207,83.47183908045977,0.1652816091954023,348,500
american_goldfinch_0014_32154,american_goldfinch,bird,train,179000,21088,7719,150193,11.781005586592178,4.312290502793296,83.90670391061452,0.16093296089385475,500,358
american_goldfinch_0017_32272,american_goldfinch,bird,train,200000,28724,6068,165208,14.362,3.034,82.604,0.17396,500,400
american_goldfinch_0018_32324,american_goldfinch,bird,test,178500,7819,5313,165368,4.3803921568627455,2.976470588235294,92.64313725490196,0.07356862745098039,357,500
american_goldfinch_0022_32111,american_goldfinch,bird,test,166500,9967,4410,152123,5.9861861861861865,2.6486486486486487,91.36516516516517,0.08634834834834834,500,333
american_goldfinch_0026_32222,american_goldfinch,bird,train,172500,6244,2889,163367,3.619710144927536,1.674782608695652,94.70550724637681,0.05294492753623188,345,500
american_goldfinch_0029_32218,american_goldfinch,bird,test,235000,19450,8457,207093,8.27659574468085,3.598723404255319,88.12468085106383,0.1187531914893617,470,500
american_goldfinch_0032_31922,american_goldfinch,bird,test,229500,6589,3493,219418,2.871023965141612,1.522004357298475,95.60697167755991,0.04393028322440087,500,459
american_goldfinch_0034_32371,american_goldfinch,bird,test,166500,17701,7167,141632,10.631231231231231,4.3045045045045045,85.06426426426427,0.14935735735735736,333,500
american_goldfinch_0036_31910,american_goldfinch,bird,test,166000,16323,4068,145609,9.833132530120482,2.450602409638554,87.71626506024096,0.12283734939759036,500,332
american_goldfinch_0037_32071,american_goldfinch,bird,train,181500,21715,4813,154972,11.96418732782369,2.6517906336088153,85.3840220385675,0.14615977961432508,363,500
american_goldfinch_0040_32323,american_goldfinch,bird,test,190500,14906,7944,167650,7.824671916010499,4.17007874015748,88.00524934383202,0.1199475065616798,381,500
american_goldfinch_0041_31969,american_goldfinch,bird,train,160500,16972,6615,136913,10.574454828660436,4.121495327102804,85.30404984423676,0.1469595015576324,321,500
american_goldfinch_0042_31979,american_goldfinch,bird,test,178500,28272,12323,137905,15.838655462184875,6.903641456582633,77.25770308123249,0.22742296918767507,500,357
american_goldfinch_0043_31993,american_goldfinch,bird,val,193000,33804,7999,151197,17.51502590673575,4.144559585492228,78.34041450777202,0.21659585492227978,386,500
american_goldfinch_0045_31974,american_goldfinch,bird,train,187500,198,7367,179935,0.1056,3.9290666666666665,95.96533333333333,0.04034666666666667,375,500
american_goldfinch_0046_32105,american_goldfinch,bird,train,186500,17383,6747,162370,9.32064343163539,3.6176943699731905,87.06166219839142,0.1293833780160858,500,373
american_goldfinch_0048_32885,american_goldfinch,bird,train,170500,35083,7789,127628,20.576539589442817,4.568328445747801,74.85513196480939,0.25144868035190615,341,500
american_goldfinch_0049_31889,american_goldfinch,bird,test,206000,29269,5939,170792,14.208252427184465,2.883009708737864,82.90873786407766,0.1709126213592233,412,500
american_goldfinch_0050_31913,american_goldfinch,bird,test,190000,12216,5687,172097,6.429473684210526,2.993157894736842,90.57736842105263,0.09422631578947369,380,500
american_goldfinch_0053_32359,american_goldfinch,bird,val,236500,20338,6551,209611,8.599577167019028,2.7699788583509513,88.63044397463003,0.11369556025369978,473,500
american_goldfinch_0056_32169,american_goldfinch,bird,train,229000,42099,9836,177065,18.383842794759826,4.2951965065502185,77.32096069868996,0.22679039301310044,500,458
american_goldfinch_0061_32281,american_goldfinch,bird,test,166500,16716,5016,144768,10.03963963963964,3.0126126126126125,86.94774774774774,0.13052252252252253,333,500
american_goldfinch_0062_31921,american_goldfinch,bird,test,166500,11975,3745,150780,7.192192192192192,2.249249249249249,90.55855855855856,0.09441441441441441,333,500
american_goldfinch_0064_32142,american_goldfinch,bird,test,166500,16062,4988,145450,9.646846846846847,2.9957957957957957,87.35735735735736,0.12642642642642643,333,500
american_goldfinch_0074_32265,american_goldfinch,bird,test,166000,16414,3998,145588,9.887951807228916,2.408433734939759,87.70361445783132,0.12296385542168675,500,332
american_goldfinch_0082_31890,american_goldfinch,bird,test,243000,28521,5792,208687,11.737037037037037,2.3835390946502057,85.87942386831276,0.14120576131687243,486,500
american_goldfinch_0084_32295,american_goldfinch,bird,test,200000,12300,3756,183944,6.15,1.878,91.972,0.08028,400,500
american_goldfinch_0086_31887,american_goldfinch,bird,train,181000,22742,5682,152576,12.564640883977901,3.139226519337017,84.29613259668508,0.15703867403314917,362,500
american_goldfinch_0087_32363,american_goldfinch,bird,train,249500,37286,6993,205221,14.944288577154309,2.802805611222445,82.25290581162325,0.17747094188376752,499,500
american_goldfinch_0089_32152,american_goldfinch,bird,train,199500,24919,5638,168943,12.490726817042606,2.8260651629072684,84.68320802005013,0.15316791979949876,399,500
american_goldfinch_0090_31893,american_goldfinch,bird,test,230000,20635,5908,203457,8.971739130434782,2.568695652173913,88.4595652173913,0.11540434782608695,460,500
american_goldfinch_0091_31938,american_goldfinch,bird,train,218000,22171,9690,186139,10.170183486238532,4.444954128440367,85.3848623853211,0.146151376146789,436,500
american_goldfinch_0092_32910,american_goldfinch,bird,val,166500,7569,2161,156770,4.545945945945946,1.297897897897898,94.15615615615616,0.05843843843843844,333,500
american_goldfinch_0096_31876,american_goldfinch,bird,train,200000,13546,3046,183408,6.773,1.523,91.704,0.08296,400,500
american_goldfinch_0100_32183,american_goldfinch,bird,val,166500,21174,6766,138560,12.717117117117118,4.063663663663664,83.21921921921921,0.1678078078078078,500,333
american_goldfinch_0103_32225,american_goldfinch,bird,test,192000,28332,5626,158042,14.75625,2.9302083333333333,82.31354166666667,0.17686458333333333,500,384
american_goldfinch_0104_32540,american_goldfinch,bird,train,171000,45840,8083,117077,26.80701754385965,4.726900584795322,68.46608187134503,0.3153391812865497,342,500
american_goldfinch_0105_32238,american_goldfinch,bird,test,171000,24988,6855,139157,14.612865497076024,4.008771929824562,81.37836257309941,0.18621637426900584,500,342
american_goldfinch_0106_32182,american_goldfinch,bird,train,244000,23805,8045,212150,9.756147540983607,3.2971311475409837,86.94672131147541,0.1305327868852459,488,500
american_goldfinch_0107_32618,american_goldfinch,bird,test,179000,36857,9721,132422,20.59050279329609,5.43072625698324,73.97877094972067,0.2602122905027933,500,358
american_goldfinch_0108_32974,american_goldfinch,bird,test,166500,6111,3762,156627,3.67027027027027,2.2594594594594595,94.07027027027027,0.0592972972972973,333,500
american_goldfinch_0111_32022,american_goldfinch,bird,val,166500,15777,4143,146580,9.475675675675676,2.488288288288288,88.03603603603604,0.11963963963963964,333,500
american_goldfinch_0115_32362,american_goldfinch,bird,test,178500,7168,2609,168723,4.015686274509804,1.461624649859944,94.52268907563025,0.05477310924369748,357,500
american_goldfinch_0116_31943,american_goldfinch,bird,test,166500,40639,9369,116492,24.407807807807806,5.627027027027027,69.96516516516516,0.30034834834834834,500,333
american_goldfinch_0118_32210,american_goldfinch,bird,test,168000,13404,4209,150387,7.978571428571429,2.505357142857143,89.51607142857142,0.10483928571428572,336,500
american_goldfinch_0121_32725,american_goldfinch,bird,train,174500,11402,3574,159524,6.534097421203438,2.0481375358166187,91.41776504297994,0.08582234957020057,349,500
american_goldfinch_0122_32186,american_goldfinch,bird,val,167500,27828,8814,130858,16.613731343283582,5.262089552238806,78.1241791044776,0.21875820895522388,335,500
american_goldfinch_0123_32505,american_goldfinch,bird,test,187500,11214,3209,173077,5.9808,1.7114666666666667,92.30773333333333,0.07692266666666667,375,500
american_goldfinch_0126_32480,american_goldfinch,bird,train,187500,9550,4727,173223,5.093333333333334,2.5210666666666666,92.3856,0.076144,375,500
american_goldfinch_0128_32333,american_goldfinch,bird,train,186000,22188,21201,142611,11.929032258064517,11.398387096774194,76.67258064516129,0.2332741935483871,372,500
american_goldfinch_0129_32625,american_goldfinch,bird,test,166500,5942,4061,156497,3.5687687687687686,2.439039039039039,93.99219219219219,0.06007807807807808,333,500
american_goldfinch_0131_32911,american_goldfinch,bird,test,187500,5839,5197,176464,3.114133333333333,2.771733333333333,94.11413333333333,0.05885866666666666,375,500
american_goldfinch_0133_32802,american_goldfinch,bird,train,166500,11737,2543,152220,7.049249249249249,1.5273273273273273,91.42342342342343,0.08576576576576576,333,500
american_goldfinch_0134_32409,american_goldfinch,bird,train,150500,5714,2026,142760,3.7966777408637875,1.3461794019933555,94.85714285714286,0.05142857142857143,301,500
american_goldfinch_0135_32107,american_goldfinch,bird,train,250000,6250,2586,241164,2.5,1.0344,96.4656,0.035344,500,500
american_goldfinch_0136_32277,american_goldfinch,bird,test,166500,4,11031,155465,0.0024024024024024023,6.6252252252252255,93.37237237237237,0.06627627627627627,333,500
american_pipit_0001_100225,american_pipit,bird,test,166000,26503,10334,129163,15.96566265060241,6.225301204819277,77.80903614457831,0.22190963855421686,332,500
american_pipit_0002_100023,american_pipit,bird,train,166500,21771,13440,131289,13.075675675675676,8.072072072072071,78.85225225225226,0.21147747747747747,333,500
american_pipit_0006_99857,american_pipit,bird,train,166500,13892,10422,142186,8.343543543543543,6.2594594594594595,85.396996996997,0.14603003003003004,333,500
american_pipit_0007_99808,american_pipit,bird,test,149500,20398,5607,123495,13.644147157190636,3.750501672240803,82.60535117056857,0.1739464882943144,299,500
american_pipit_0008_100390,american_pipit,bird,train,173000,5731,3209,164060,3.3127167630057803,1.8549132947976879,94.83236994219654,0.051676300578034684,346,500
american_pipit_0010_99843,american_pipit,bird,test,181000,5319,4034,171647,2.938674033149171,2.2287292817679556,94.83259668508288,0.051674033149171274,362,500
american_pipit_0011_99630,american_pipit,bird,train,180500,6460,3562,170478,3.5789473684210527,1.9734072022160665,94.44764542936288,0.05552354570637119,361,500
