image_name,breed,tsne_x,tsne_y
Laysan_Albatross_0058_637,laysan_albatross,-74.6156,-42.201183
Laysan_Albatross_0028_643,laysan_albatross,-75.27418,-43.925404
Laysan_Albatross_0033_658,laysan_albatross,-76.24153,-43.43959
Laysan_Albatross_0075_668,laysan_albatross,-58.495598,-47.39848
Laysan_Albatross_0076_671,laysan_albatross,-75.5829,-43.767735
Laysan_Albatross_0096_673,laysan_albatross,-75.346085,-43.627846
Laysan_Albatross_0064_674,laysan_albatross,-77.42035,-45.028866
Laysan_Albatross_0039_924,laysan_albatross,-69.51716,-37.26212
Laysan_Albatross_0049_918,laysan_albatross,-70.78145,-40.563847
Laysan_Albatross_0012_696,laysan_albatross,-69.93224,-42.81846
Laysan_Albatross_0056_500,laysan_albatross,-64.89444,-46.969448
Laysan_Albatross_0037_699,laysan_albatross,-67.03653,-46.144955
Laysan_Albatross_0006_702,laysan_albatross,-74.76064,-44.252094
Laysan_Albatross_0073_927,laysan_albatross,-64.96978,-46.987415
Laysan_Albatross_0042_801,laysan_albatross,-74.88734,-43.931892
Laysan_Albatross_0004_930,laysan_albatross,-75.31101,-43.566715
Laysan_Albatross_0093_725,laysan_albatross,-71.43679,-44.03718
Laysan_Albatross_0068_726,laysan_albatross,-75.93972,-42.69351
Laysan_Albatross_0040_472,laysan_albatross,-68.71083,-42.57337
Laysan_Albatross_0100_735,laysan_albatross,-65.25477,-45.85616
Laysan_Albatross_0021_737,laysan_albatross,-77.477,-45.219402
Laysan_Albatross_0029_482,laysan_albatross,-73.35389,-42.529495
Laysan_Albatross_0059_488,laysan_albatross,-72.20158,-43.65595
Laysan_Albatross_0018_492,laysan_albatross,-67.12964,-46.49909
Laysan_Albatross_0083_756,laysan_albatross,-77.34059,-45.0807
Laysan_Albatross_0094_1013,laysan_albatross,-70.84921,-42.226078
Laysan_Albatross_0103_504,laysan_albatross,-75.71422,-42.58542
Laysan_Albatross_0079_506,laysan_albatross,-77.309784,-45.099777
Laysan_Albatross_0051_1020,laysan_albatross,-75.70206,-42.15578
Sooty_Albatross_0038_1065,sooty_albatross,-72.760414,-40.023632
Sooty_Albatross_0031_1066,sooty_albatross,-69.240074,-45.000164
Sooty_Albatross_0001_1071,sooty_albatross,-70.20233,-31.171644
Sooty_Albatross_0016_1075,sooty_albatross,-68.91667,-42.615723
Sooty_Albatross_0043_1076,sooty_albatross,-49.765793,2.5409636
Sooty_Albatross_0003_1078,sooty_albatross,-71.08621,-33.39422
Sooty_Albatross_0077_1080,sooty_albatross,-68.28126,-45.66057
Sooty_Albatross_0063_1101,sooty_albatross,-71.4695,-43.41342
Sooty_Albatross_0044_1105,sooty_albatross,-66.52235,-35.027664
Sooty_Albatross_0071_1116,sooty_albatross,-67.53764,-46.361084
Sooty_Albatross_0070_796346,sooty_albatross,-65.14953,-41.954517
Sooty_Albatross_0030_1122,sooty_albatross,-65.442955,-44.00969
Sooty_Albatross_0054_796347,sooty_albatross,-65.63829,-45.020607
Sooty_Albatross_0033_1128,sooty_albatross,-65.06354,-38.794353
Sooty_Albatross_0048_1130,sooty_albatross,-66.35796,-47.18405
Sooty_Albatross_0032_1149,sooty_albatross,-58.46017,-50.11565
Sooty_Albatross_0034_1154,sooty_albatross,-64.63088,-47.51957
Sooty_Albatross_0055_1160,sooty_albatross,-75.23902,-41.318283
Sooty_Albatross_0024_1161,sooty_albatross,-66.25586,-34.08111
Sooty_Albatross_0045_1162,sooty_albatross,-70.102104,-35.022472
Sooty_Albatross_0073_1171,sooty_albatross,-66.18878,-34.04393
Sooty_Albatross_0074_1221,sooty_albatross,-69.41904,-45.048702
Sooty_Albatross_0021_796339,sooty_albatross,-68.77341,-47.087345
Sooty_Albatross_0005_796342,sooty_albatross,-76.1816,-27.21748
Sooty_Albatross_0064_796343,sooty_albatross,-72.99573,-18.804655
Sooty_Albatross_0042_1210,sooty_albatross,-75.871956,-41.746628
Sooty_Albatross_0046_1211,sooty_albatross,-70.09285,-34.972733
Sooty_Albatross_0017_796349,sooty_albatross,-68.08603,-40.928707
Sooty_Albatross_0049_796350,sooty_albatross,-66.47442,-46.70456
Sooty_Albatross_0050_796351,sooty_albatross,-60.74111,-46.38604
Sooty_Albatross_0075_796352,sooty_albatross,-65.007774,-47.461304
Sooty_Albatross_0068_796353,sooty_albatross,-62.583797,-47.918175
Sooty_Albatross_0057_796354,sooty_albatross,-68.92867,-47.064373
Sooty_Albatross_0010_796355,sooty_albatross,-76.718506,-37.467724
Sooty_Albatross_0029_796357,sooty_albatross,-67.22067,-47.30769
Sooty_Albatross_0069_796358,sooty_albatross,-68.428635,-37.320034
Sooty_Albatross_0020_796359,sooty_albatross,-69.79946,-44.860085
Sooty_Albatross_0058_796360,sooty_albatross,-70.307045,-47.368584
Sooty_Albatross_0025_796361,sooty_albatross,-73.70861,-45.78023
Sooty_Albatross_0041_796364,sooty_albatross,-66.63262,-47.16214
Sooty_Albatross_0076_796365,sooty_albatross,-71.393875,-43.845547
Sooty_Albatross_0004_796366,sooty_albatross,-70.31434,-44.13747
Sooty_Albatross_0065_796367,sooty_albatross,-72.09764,-44.129204
Sooty_Albatross_0072_796371,sooty_albatross,-77.4157,-41.270336
Sooty_Albatross_0007_796372,sooty_albatross,-66.96766,-45.482735
Sooty_Albatross_0014_796373,sooty_albatross,-62.64697,-46.17172
Sooty_Albatross_0051_796374,sooty_albatross,-63.947117,-48.938866
Sooty_Albatross_0040_796375,sooty_albatross,-69.85524,-45.270874
Sooty_Albatross_0067_796376,sooty_albatross,-65.704056,-48.301888
Sooty_Albatross_0066_796382,sooty_albatross,-64.69046,-48.276154
Sooty_Albatross_0036_796387,sooty_albatross,-65.28119,-42.277718
Sooty_Albatross_0079_796389,sooty_albatross,-65.28261,-48.05529
Sooty_Albatross_0006_796390,sooty_albatross,-69.992,-44.36559
Sooty_Albatross_0019_796391,sooty_albatross,-65.31392,-17.40792
Sooty_Albatross_0002_796395,sooty_albatross,-65.094795,-41.79087
Sooty_Albatross_0022_796398,sooty_albatross,-70.3088,-44.420757
Sooty_Albatross_0023_796401,sooty_albatross,-66.41009,-46.56541
Sooty_Albatross_0013_796402,sooty_albatross,-63.338646,-49.159134
Groove_Billed_Ani_0068_1538,groove_billed_ani,-13.130793,30.284754
Groove_Billed_Ani_0094_1540,groove_billed_ani,-10.418244,29.137217
Groove_Billed_Ani_0033_1494,groove_billed_ani,-10.045008,32.737263
Groove_Billed_Ani_0069_1546,groove_billed_ani,-14.733743,34.653744
Groove_Billed_Ani_0080_1549,groove_billed_ani,-12.337043,34.209705
Groove_Billed_Ani_0071_1559,groove_billed_ani,-9.255942,30.346296
Groove_Billed_Ani_0037_1560,groove_billed_ani,-19.404654,27.058384
Groove_Billed_Ani_0017_1561,groove_billed_ani,-14.839318,33.75202
Groove_Billed_Ani_0105_1562,groove_billed_ani,-12.693013,31.286129
Groove_Billed_Ani_0090_1567,groove_billed_ani,-8.284575,29.56355
Groove_Billed_Ani_0019_1585,groove_billed_ani,-9.00298,-32.853962
Groove_Billed_Ani_0031_1588,groove_billed_ani,-14.866346,33.58875
Groove_Billed_Ani_0107_1590,groove_billed_ani,-10.136554,32.846535
Groove_Billed_Ani_0035_1591,groove_billed_ani,-14.289647,29.777422
Groove_Billed_Ani_0109_1592,groove_billed_ani,-14.3644285,29.780867
Groove_Billed_Ani_0036_1604,groove_billed_ani,-9.978885,30.27687
Groove_Billed_Ani_0085_1612,groove_billed_ani,-15.023846,32.14742
Groove_Billed_Ani_0018_1613,groove_billed_ani,-9.974357,32.61658
Groove_Billed_Ani_0007_1615,groove_billed_ani,-10.521686,32.93907
Groove_Billed_Ani_0075_1617,groove_billed_ani,-12.042464,33.73421
Groove_Billed_Ani_0029_1620,groove_billed_ani,-13.623493,30.704117
Groove_Billed_Ani_0108_1639,groove_billed_ani,-12.240685,33.025284
Groove_Billed_Ani_0100_1646,groove_billed_ani,-35.16977,33.84649
Groove_Billed_Ani_0051_1650,groove_billed_ani,-12.835218,31.502312
Groove_Billed_Ani_0015_1653,groove_billed_ani,-10.94211,31.942268
Groove_Billed_Ani_0076_1661,groove_billed_ani,-16.32053,33.538513
Groove_Billed_Ani_0046_1663,groove_billed_ani,-36.68018,29.043974
Groove_Billed_Ani_0002_1670,groove_billed_ani,-10.330792,29.240446
Groove_Billed_Ani_0053_1672,groove_billed_ani,-9.960016,31.494535
Groove_Billed_Ani_0088_1678,groove_billed_ani,-7.6462593,30.036947
Groove_Billed_Ani_0072_1696,groove_billed_ani,-10.717635,32.93275
Groove_Billed_Ani_0082_1697,groove_billed_ani,-12.37041,31.314266
Groove_Billed_Ani_0101_1700,groove_billed_ani,-9.289157,31.095173
Groove_Billed_Ani_0010_1704,groove_billed_ani,-12.041584,30.622807
Groove_Billed_Ani_0047_1706,groove_billed_ani,-14.381274,34.64991
Groove_Billed_Ani_0040_1715,groove_billed_ani,-12.100114,33.16537
Groove_Billed_Ani_0077_1724,groove_billed_ani,-9.753776,31.785072
Groove_Billed_Ani_0091_1728,groove_billed_ani,-15.207471,32.634933
Groove_Billed_Ani_0074_1730,groove_billed_ani,-9.757466,31.353622
Groove_Billed_Ani_0044_1731,groove_billed_ani,-39.04425,28.923218
Groove_Billed_Ani_0059_1480,groove_billed_ani,-10.674805,31.415894
Groove_Billed_Ani_0023_1485,groove_billed_ani,-9.938042,32.79649
Groove_Billed_Ani_0004_1528,groove_billed_ani,-11.436368,17.281073
Groove_Billed_Ani_0056_1493,groove_billed_ani,-37.376225,32.524208
Groove_Billed_Ani_0005_1750,groove_billed_ani,-35.425426,32.000546
Groove_Billed_Ani_0058_1751,groove_billed_ani,-8.067436,29.62804
Groove_Billed_Ani_0027_1754,groove_billed_ani,-7.2028704,30.400465
Groove_Billed_Ani_0014_1755,groove_billed_ani,-9.667541,29.891245
Groove_Billed_Ani_0055_1501,groove_billed_ani,-14.658884,34.42959
Groove_Billed_Ani_0065_1502,groove_billed_ani,4.1443896,24.822834
Groove_Billed_Ani_0060_1505,groove_billed_ani,-35.45105,29.959156
Groove_Billed_Ani_0006_1763,groove_billed_ani,-13.864012,30.197195
Groove_Billed_Ani_0087_1765,groove_billed_ani,-24.874146,32.798466
Groove_Billed_Ani_0061_1510,groove_billed_ani,-9.137356,30.512083
Groove_Billed_Ani_0062_1767,groove_billed_ani,-8.881862,30.294436
Groove_Billed_Ani_0092_1516,groove_billed_ani,-19.488834,27.561596
Groove_Billed_Ani_0032_1776,groove_billed_ani,-11.610979,31.648119
Groove_Billed_Ani_0009_1522,groove_billed_ani,-12.233625,31.668917
Groove_Billed_Ani_0078_1780,groove_billed_ani,-11.35144,32.339504
Groove_Billed_Ani_0012_1784,groove_billed_ani,-10.8174925,28.832123
Crested_Auklet_0006_1813,crested_auklet,-45.54187,0.6173451
Crested_Auklet_0042_794902,crested_auklet,-43.800266,0.74522334
Crested_Auklet_0061_794904,crested_auklet,-44.09502,0.34529027
Crested_Auklet_0018_1817,crested_auklet,-42.0291,-6.4925056
Crested_Auklet_0010_794907,crested_auklet,-43.5354,0.49209347
Crested_Auklet_0041_794910,crested_auklet,-75.10125,4.6678014
Crested_Auklet_0029_1824,crested_auklet,-44.294056,9.933383
Crested_Auklet_0044_1825,crested_auklet,-49.61372,2.2113664
Crested_Auklet_0013_794914,crested_auklet,-41.206684,-1.714439
Crested_Auklet_0047_794918,crested_auklet,-44.618137,-0.3800988
Crested_Auklet_0005_794922,crested_auklet,-44.493378,0.18610509
Crested_Auklet_0019_794925,crested_auklet,-43.1224,1.0362284
Crested_Auklet_0011_794927,crested_auklet,-44.463528,0.3512075
Crested_Auklet_0059_794929,crested_auklet,-42.090473,-4.251719
Crested_Auklet_0032_794931,crested_auklet,-42.04734,0.07387155
Crested_Auklet_0057_794932,crested_auklet,-42.486626,0.13803202
Crested_Auklet_0021_794938,crested_auklet,-47.462254,0.06963395
Crested_Auklet_0045_794940,crested_auklet,-44.13851,0.43247858
Crested_Auklet_0001_794941,crested_auklet,-42.567776,-0.9896582
Crested_Auklet_0039_794944,crested_auklet,-44.974293,1.0364468
Crested_Auklet_0074_794949,crested_auklet,-44.56653,0.108221665
Crested_Auklet_0028_794951,crested_auklet,-44.727146,0.8125452
Crested_Auklet_0052_794952,crested_auklet,-43.684605,-0.5340427
Crested_Auklet_0012_794960,crested_auklet,-42.80478,0.06678865
Crested_Auklet_0003_794962,crested_auklet,-44.04301,2.0576267
Crested_Auklet_0033_794964,crested_auklet,-46.169155,-1.3527821
Crested_Auklet_0053_794966,crested_auklet,-44.42799,-0.06337898
Crested_Auklet_0062_794968,crested_auklet,-44.565815,1.2130278
Crested_Auklet_0073_785248,crested_auklet,-74.75272,-21.12044
Crested_Auklet_0067_785249,crested_auklet,-46.646133,-2.5840034
Crested_Auklet_0066_785251,crested_auklet,-47.180126,0.014142345
Crested_Auklet_0076_785252,crested_auklet,-45.768036,3.4698288
Crested_Auklet_0068_785253,crested_auklet,-62.91085,-0.5369598
Crested_Auklet_0071_785255,crested_auklet,-42.71793,-5.639031
Crested_Auklet_0077_785257,crested_auklet,-44.038208,-7.558414
Crested_Auklet_0069_785258,crested_auklet,-46.705566,0.26725134
Crested_Auklet_0075_785259,crested_auklet,-74.53412,2.1428099
Crested_Auklet_0072_785260,crested_auklet,-45.90532,-2.6573586
Crested_Auklet_0070_785261,crested_auklet,-45.900448,3.854531
Crested_Auklet_0063_794901,crested_auklet,-44.368313,-1.3046173
Crested_Auklet_0036_794905,crested_auklet,-42.480423,-2.926132
Crested_Auklet_0030_794937,crested_auklet,-44.37046,0.46648687
Crested_Auklet_0040_794912,crested_auklet,-44.99014,0.63208294
Crested_Auklet_0048_1791,crested_auklet,-45.688198,-0.22583412
Least_Auklet_0035_1888,least_auklet,-40.777447,-5.27083
Least_Auklet_0050_1924,least_auklet,-41.572155,-5.9512887
Least_Auklet_0058_1931,least_auklet,-39.975338,-2.5859137
Least_Auklet_0014_1901,least_auklet,-43.08509,-8.242699
Least_Auklet_0016_1903,least_auklet,-42.209644,-4.0722113
Least_Auklet_0040_795100,least_auklet,-41.055218,-2.0565522
Least_Auklet_0015_795065,least_auklet,-42.138428,-6.492452
Least_Auklet_0026_795066,least_auklet,-40.082733,-1.8899316
Least_Auklet_0043_795067,least_auklet,-29.87102,14.802492
Least_Auklet_0032_795068,least_auklet,-39.529434,-7.832734
Least_Auklet_0045_795069,least_auklet,-39.898037,-2.676527
Least_Auklet_0008_795071,least_auklet,-25.33748,-52.700157
Least_Auklet_0012_795074,least_auklet,-49.505024,-1.0614083
Least_Auklet_0018_795077,least_auklet,-38.36343,-7.119859
Least_Auklet_0020_795080,least_auklet,-41.03041,-2.585674
Least_Auklet_0039_795081,least_auklet,-43.056446,-7.861289
Least_Auklet_0017_795084,least_auklet,-40.59832,-5.112136
Least_Auklet_0025_795087,least_auklet,-40.624386,-1.7364675
Least_Auklet_0052_795088,least_auklet,13.407028,-15.803905
Least_Auklet_0027_795091,least_auklet,-39.20438,-8.094284
Least_Auklet_0010_795092,least_auklet,-38.305283,-3.6404486
Least_Auklet_0028_795094,least_auklet,-39.37253,-20.718708
Least_Auklet_0060_795095,least_auklet,-38.373333,-8.14323
Least_Auklet_0034_795096,least_auklet,-37.846462,-3.6104763
Least_Auklet_0042_1874,least_auklet,-43.733185,-7.2785096
Least_Auklet_0055_795106,least_auklet,-40.37604,-3.1751435
Least_Auklet_0041_795107,least_auklet,-38.557007,-5.202666
Least_Auklet_0011_795109,least_auklet,-7.6200666,-6.804201
Least_Auklet_0004_795112,least_auklet,-75.444466,8.117548
Least_Auklet_0023_1898,least_auklet,-43.087025,-8.3352375
Least_Auklet_0030_795116,least_auklet,-39.512016,-2.3548987
Least_Auklet_0046_795118,least_auklet,-40.658386,-4.769165
Least_Auklet_0005_795119,least_auklet,-38.45668,-7.1650643
Least_Auklet_0024_795120,least_auklet,-39.34236,-7.5053487
Least_Auklet_0029_795122,least_auklet,-38.384758,-8.4849
Least_Auklet_0007_795123,least_auklet,-40.585526,0.54274845
Least_Auklet_0057_795126,least_auklet,-43.87631,-7.0414686
Least_Auklet_0021_795127,least_auklet,-40.843662,-5.534661
Least_Auklet_0054_795130,least_auklet,-38.663258,-5.241823
Least_Auklet_0038_795132,least_auklet,-37.35775,-19.073023
Least_Auklet_0063_795134,least_auklet,-38.596405,-5.677171
Parakeet_Auklet_0004_795921,parakeet_auklet,-40.98919,-2.5209174
Parakeet_Auklet_0017_795924,parakeet_auklet,-44.845932,-5.057496
Parakeet_Auklet_0027_795925,parakeet_auklet,-45.08142,-3.6341736
Parakeet_Auklet_0056_795926,parakeet_auklet,-52.666855,-2.272514
Parakeet_Auklet_0012_795927,parakeet_auklet,-44.0513,-4.9331584
Parakeet_Auklet_0072_795929,parakeet_auklet,-45.62115,-5.0634823
Parakeet_Auklet_0030_795930,parakeet_auklet,-45.242203,-4.1534986
Parakeet_Auklet_0007_795932,parakeet_auklet,-41.352978,-0.12197662
Parakeet_Auklet_0041_795933,parakeet_auklet,-40.8569,-2.1884668
Parakeet_Auklet_0035_795934,parakeet_auklet,-44.593403,-4.9900784
Parakeet_Auklet_0038_795935,parakeet_auklet,-46.24388,-3.0774505
Parakeet_Auklet_0069_795936,parakeet_auklet,-42.906685,-4.703341
Parakeet_Auklet_0073_795939,parakeet_auklet,-44.181747,-7.8157325
Parakeet_Auklet_0058_795942,parakeet_auklet,-43.222313,-0.9087511
Parakeet_Auklet_0036_795943,parakeet_auklet,-43.0463,0.587194
Parakeet_Auklet_0028_795944,parakeet_auklet,-42.34547,1.487758
Parakeet_Auklet_0020_795947,parakeet_auklet,-44.84312,-3.229323
Parakeet_Auklet_0043_795948,parakeet_auklet,-43.14952,1.0795988
Parakeet_Auklet_0045_795953,parakeet_auklet,-44.438576,-3.730886
Parakeet_Auklet_0064_795954,parakeet_auklet,-45.15964,-3.5472915
Parakeet_Auklet_0039_795955,parakeet_auklet,-45.894512,-4.574561
Parakeet_Auklet_0047_795956,parakeet_auklet,-47.86175,-4.7542415
Parakeet_Auklet_0050_795957,parakeet_auklet,-45.000427,-3.0632915
Parakeet_Auklet_0062_795958,parakeet_auklet,-44.94879,-4.233627
Parakeet_Auklet_0031_795960,parakeet_auklet,-45.53264,-3.55482
Parakeet_Auklet_0042_795961,parakeet_auklet,-42.41022,-4.311037
Parakeet_Auklet_0026_795962,parakeet_auklet,-47.25567,2.1468556
Parakeet_Auklet_0055_795963,parakeet_auklet,-44.525177,-4.0509377
Parakeet_Auklet_0067_795964,parakeet_auklet,-45.25761,-5.432863
Parakeet_Auklet_0080_795965,parakeet_auklet,-43.674583,-4.4390774
Parakeet_Auklet_0015_795966,parakeet_auklet,-76.40185,6.707605
Parakeet_Auklet_0065_795969,parakeet_auklet,-45.928436,-3.691614
Parakeet_Auklet_0013_795970,parakeet_auklet,-45.45125,-6.0041275
Parakeet_Auklet_0051_795971,parakeet_auklet,-41.277134,-2.7592022
Parakeet_Auklet_0001_795972,parakeet_auklet,-45.02688,-3.3579566
Parakeet_Auklet_0059_795973,parakeet_auklet,-43.205074,-7.91721
Parakeet_Auklet_0040_795974,parakeet_auklet,-44.00137,-4.966376
Parakeet_Auklet_0025_795975,parakeet_auklet,-43.13495,-4.556071
Parakeet_Auklet_0074_795976,parakeet_auklet,-76.32029,26.58604
Parakeet_Auklet_0016_795977,parakeet_auklet,-41.54633,-3.0541756
Parakeet_Auklet_0048_795980,parakeet_auklet,-43.419315,-3.2008147
Parakeet_Auklet_0075_795981,parakeet_auklet,-40.644215,-4.71807
Parakeet_Auklet_0003_795982,parakeet_auklet,-45.162632,-1.1333069
Parakeet_Auklet_0032_795986,parakeet_auklet,-41.166595,1.9236778
Parakeet_Auklet_0019_795987,parakeet_auklet,-42.56894,-5.3616104
Parakeet_Auklet_0061_795990,parakeet_auklet,-45.11247,-4.11129
Parakeet_Auklet_0008_795992,parakeet_auklet,-41.57132,-3.294631
Parakeet_Auklet_0034_795994,parakeet_auklet,-46.47126,-10.699575
Parakeet_Auklet_0010_795995,parakeet_auklet,-15.458545,-24.414673
Parakeet_Auklet_0070_795998,parakeet_auklet,-39.355522,0.44036013
Parakeet_Auklet_0076_796001,parakeet_auklet,-44.57112,-2.960298
Parakeet_Auklet_0078_2004,parakeet_auklet,-42.32757,-0.13663742
Parakeet_Auklet_0024_2045,parakeet_auklet,-46.754837,-2.8100433
Rhinoceros_Auklet_0028_2056,rhinoceros_auklet,-67.81831,11.235897
Rhinoceros_Auklet_0020_2195,rhinoceros_auklet,-74.520485,11.922678
Rhinoceros_Auklet_0021_2089,rhinoceros_auklet,-55.04572,11.087474
Rhinoceros_Auklet_0043_2096,rhinoceros_auklet,-51.59693,2.4823394
Rhinoceros_Auklet_0042_2101,rhinoceros_auklet,-51.952217,2.2531958
Rhinoceros_Auklet_0027_797496,rhinoceros_auklet,-71.066986,3.7090092
Rhinoceros_Auklet_0034_797497,rhinoceros_auklet,-71.51915,4.071954
