image_id,breed,split,width,height,area,aspect_ratio,file_size_by,file_size_kb,mean_r,mean_g,mean_b,std_r,std_g,std_b,brightness,contrast,sharpness,size_category,orientation
Laysan_Albatross_0025_571,laysan_albatross,train,500,281,140500,1.7793594306049823,159348,155.61328125,118.8223876953125,111.12704467773438,86.78710174560547,53.75731658935547,50.484256744384766,45.34975051879883,110.6587142944336,50.19537353515625,4447.27001953125,medium,landscape
Laysan_Albatross_0080_821,laysan_albatross,test,500,429,214500,1.1655011655011656,86485,84.4580078125,139.56625366210938,140.5276641845703,134.11883544921875,33.36378479003906,34.88849639892578,35.11094665527344,139.5072021484375,34.25069046020508,86.53375244140625,medium,landscape
Laysan_Albatross_0092_834,laysan_albatross,val,500,333,166500,1.5015015015015014,62386,60.923828125,64.9254379272461,94.08572387695312,118.60905456542969,80.93126678466797,65.50162506103516,58.997867584228516,88.13359069824219,68.55178833007812,409.1794738769531,medium,landscape
Laysan_Albatross_0013_910,laysan_albatross,train,500,333,166500,1.5015015015015014,141806,138.482421875,106.49830627441406,108.16026306152344,107.4991455078125,81.9486083984375,80.01480102539062,75.64229583740234,107.56922149658203,79.68254089355469,4059.78662109375,medium,landscape
Laysan_Albatross_0091_602,laysan_albatross,test,500,385,192500,1.2987012987012987,48484,47.34765625,106.05792999267578,132.60226440429688,159.9547882080078,21.580406188964844,23.869949340820312,28.363765716552734,127.77620697021484,23.255556106567383,76.16669464111328,medium,landscape
Laysan_Albatross_0102_611,laysan_albatross,test,500,500,250000,1.0,86934,84.896484375,128.59312438964844,172.32603454589844,206.44818115234375,33.92652130126953,46.94952392578125,59.93403625488281,163.1316680908203,43.80665969848633,373.1401672363281,medium,square
Laysan_Albatross_0099_869,laysan_albatross,train,500,500,250000,1.0,54427,53.1513671875,146.14089965820312,159.1267852783203,182.24427795410156,34.24315643310547,39.69979476928711,48.510398864746094,157.84042358398438,38.64088439941406,149.86135864257812,medium,square
Laysan_Albatross_0017_614,laysan_albatross,test,375,500,187500,0.75,58121,56.7587890625,132.7951202392578,129.334716796875,121.79906463623047,53.5877685546875,54.15216827392578,56.189979553222656,129.48431396484375,54.093563079833984,386.2156982421875,medium,portrait
Laysan_Albatross_0047_619,laysan_albatross,val,500,478,239000,1.0460251046025104,102419,100.0185546875,78.5474624633789,127.63198852539062,166.02603149414062,15.817769050598145,26.671545028686523,36.789188385009766,117.36157989501953,24.235469818115234,200.68971252441406,medium,landscape
Laysan_Albatross_0035_876,laysan_albatross,test,500,347,173500,1.440922190201729,98831,96.5146484375,135.19041442871094,136.54791259765625,137.128662109375,43.84149932861328,41.20878219604492,41.01851272583008,136.20880126953125,41.405723571777344,630.7318725585938,medium,landscape
Laysan_Albatross_0098_621,laysan_albatross,test,500,375,187500,1.3333333333333333,121709,118.8564453125,131.9302215576172,129.33682250976562,99.92288970947266,44.8231315612793,43.33589172363281,48.087562561035156,126.7597427368164,43.48380661010742,2397.14794921875,medium,landscape
Laysan_Albatross_0088_883,laysan_albatross,val,500,334,167000,1.4970059880239521,37115,36.2451171875,69.52291107177734,70.36045837402344,73.18551635742188,75.17102813720703,75.3731689453125,77.43397521972656,70.41083526611328,75.5384521484375,47.177337646484375,medium,landscape
Laysan_Albatross_0034_628,laysan_albatross,test,500,333,166500,1.5015015015015014,116157,113.4345703125,109.31634521484375,117.69145965576172,83.897216796875,48.150917053222656,43.7620964050293,67.4290771484375,111.33187866210938,45.11729431152344,3762.7119140625,medium,landscape
Laysan_Albatross_0104_630,laysan_albatross,test,500,306,153000,1.6339869281045751,78895,77.0458984375,195.6806182861328,192.82766723632812,194.0982208251953,32.766544342041016,32.168434143066406,32.81339645385742,193.81036376953125,32.162986755371094,673.4472045898438,medium,landscape
Laysan_Albatross_0058_637,laysan_albatross,test,500,333,166500,1.5015015015015014,88827,86.7451171875,129.89739990234375,129.2449188232422,130.72377014160156,49.19172286987305,50.32168960571289,51.37194061279297,129.60565185546875,49.999691009521484,1198.0518798828125,medium,landscape
Laysan_Albatross_0028_643,laysan_albatross,test,500,375,187500,1.3333333333333333,194784,190.21875,113.13981628417969,128.4724884033203,82.33209991455078,52.70722961425781,51.26431655883789,49.59451675415039,118.62466430664062,50.31204605102539,7722.96435546875,medium,landscape
Laysan_Albatross_0033_658,laysan_albatross,test,500,334,167000,1.4970059880239521,128277,125.2705078125,95.42826843261719,113.51927947998047,89.25597381591797,47.48681640625,48.54128646850586,47.331966400146484,105.33971405029297,46.61122512817383,2856.98193359375,medium,landscape
Laysan_Albatross_0075_668,laysan_albatross,test,500,340,170000,1.4705882352941178,55056,53.765625,148.213134765625,171.3667755126953,202.64976501464844,37.62675857543945,28.862367630004883,21.727590560913086,168.00634765625,30.216068267822266,49.68185806274414,medium,landscape
Laysan_Albatross_0076_671,laysan_albatross,val,500,375,187500,1.3333333333333333,148845,145.3564453125,123.87854766845703,130.2835235595703,113.38084411621094,49.66943359375,49.068851470947266,54.341156005859375,126.43984985351562,48.93959045410156,1525.375732421875,medium,landscape
Laysan_Albatross_0096_673,laysan_albatross,train,500,375,187500,1.3333333333333333,160847,157.0771484375,85.86553192138672,83.87242126464844,72.21125030517578,66.3409423828125,66.59288787841797,64.12100219726562,83.14207458496094,64.5893783569336,3779.35693359375,medium,landscape
Laysan_Albatross_0064_674,laysan_albatross,test,500,333,166500,1.5015015015015014,60517,59.0986328125,98.6646728515625,109.32323455810547,114.23528289794922,52.254451751708984,51.84164047241211,49.192874908447266,106.64480590820312,51.514610290527344,228.53419494628906,medium,landscape
Laysan_Albatross_0039_924,laysan_albatross,train,500,312,156000,1.6025641025641026,106482,103.986328125,136.63934326171875,136.70645141601562,138.47042846679688,55.22755432128906,55.90243148803711,58.21847152709961,136.88613891601562,55.78799057006836,1355.606689453125,medium,landscape
Laysan_Albatross_0049_918,laysan_albatross,test,500,340,170000,1.4705882352941178,97562,95.275390625,125.88159942626953,124.81533813476562,113.65762329101562,41.730159759521484,42.05962371826172,42.3560676574707,123.87649536132812,41.90992736816406,2159.638671875,medium,landscape
Laysan_Albatross_0012_696,laysan_albatross,test,500,307,153500,1.6286644951140066,108054,105.521484375,36.55426788330078,79.62852478027344,105.34248352050781,23.477602005004883,27.548200607299805,31.24755096435547,69.66073608398438,26.106569290161133,809.0995483398438,medium,landscape
Laysan_Albatross_0056_500,laysan_albatross,train,500,341,170500,1.466275659824047,59156,57.76953125,178.5459747314453,191.84193420410156,221.44882202148438,29.950693130493164,35.865840911865234,41.4018440246582,191.22413635253906,34.53964614868164,908.4594116210938,medium,landscape
Laysan_Albatross_0037_699,laysan_albatross,test,500,333,166500,1.5015015015015014,60730,59.306640625,71.4851303100586,139.66441345214844,180.20970153808594,59.569252014160156,49.31206512451172,54.148895263671875,123.91363525390625,51.39775848388672,134.39901733398438,medium,landscape
Laysan_Albatross_0006_702,laysan_albatross,val,333,500,166500,0.666,103371,100.9482421875,69.5089111328125,95.19927215576172,74.39421844482422,44.237857818603516,44.52136993408203,54.37868118286133,85.144775390625,44.954288482666016,834.2589111328125,medium,portrait
Laysan_Albatross_0073_927,laysan_albatross,train,500,333,166500,1.5015015015015014,21486,20.982421875,229.22425842285156,225.12574768066406,225.5469970703125,38.447139739990234,37.785789489746094,40.42523956298828,226.15875244140625,38.217777252197266,193.94236755371094,medium,landscape
Laysan_Albatross_0042_801,laysan_albatross,test,500,333,166500,1.5015015015015014,72731,71.0263671875,90.99422454833984,90.5172348022461,86.40853118896484,35.17438888549805,36.37709045410156,41.434837341308594,90.20366668701172,36.35810470581055,873.2239990234375,medium,landscape
